TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T680564,C2510643,26/3/86,M,BOISAR,84691.76,30/8/16,212053,3399.0
T265667,C6536263,21/10/72,F,NEW DELHI,111158.49,3/9/16,113834,625.23
T51960,C3829333,15/8/92,M,BHIWANDI,4202.97,3/8/16,172718,100.0
T227417,C4421381,26/8/84,F,THANE,12074.45,8/8/16,222817,870.0
T67406,C8369582,4/8/92,M,JAIPUR,3895.53,2/8/16,143258,38.0
T285634,C8914530,27/9/80,F,LUDHIANA,370.38,11/8/16,125111,10.0
T60608,C8374024,25/1/95,M,JALANDHAR,87307.83,3/8/16,153419,200.0
T616970,C3323671,22/9/84,M,NAVI MUMBAI,9101.71,27/8/16,185547,631.61
T250835,C7018762,8/10/71,M,THANE,9998.93,7/8/16,203308,210.0
T106418,C2929011,27/6/95,M,SRIKAKULAM,780.56,6/8/16,63323,400.0
T237058,C5017142,11/10/83,M,SARJAPURA MAIN ROAD BANGALORE,2064.67,7/8/16,145355,400.0
T888202,C4824323,26/11/95,F,DELHI,2826.1,7/9/16,171147,30.0
T909531,C1617839,13/9/78,M,NAGPUR,24984.42,12/9/16,102202,200.0
T963312,C4917853,24/5/84,F,GURGAON,11976.56,10/9/16,154232,839.0
T773597,C2935780,16/9/80,M,NEW DELHI,121305.44,6/9/16,202502,1010.0
T961340,C4634258,6/7/90,M,JAMMU,147387.51,10/9/16,172444,822.0
T541934,C8450023,23/6/87,M,KULATHOOR,4.82,23/8/16,222628,198.0
T87727,C7638061,6/6/88,M,EAST GODAVARI,90.64,1/8/16,164327,2839.0
T588663,C6138826,23/7/72,F,BANGALORE,176102.35,27/8/16,201046,347.55
T807653,C6263561,7/10/56,F,SANGRUR,2531.44,5/9/16,202522,200.0
T216914,C4542811,9/3/80,F,THIRUVANNAMALAI,18922.31,8/8/16,175325,416.74
T25072,C4311256,25/5/84,M,CHENNAI,13430.05,27/9/16,152713,50.0
T9834,C5739652,30/7/89,M,MUMBAI,89318.59,25/9/16,195832,1450.0
T666373,C3798828,3/11/89,M,4 BUNGLOW MUMBAI,61183.35,31/8/16,123125,1030.0
T988457,C2781616,17/1/93,M,GURGAON,1129798.12,15/9/16,190654,20000.0
T352719,C5936253,18/9/87,M,DELHI,3.88,14/8/16,180117,515.0
T524592,C7467643,11/5/88,M,THANE,4859.85,24/8/16,102408,30.0
T186430,C3431353,1/4/88,M,BANGALORE,7022.04,9/8/16,150646,834.0
T654373,C4337643,11/3/85,M,BARODA,3042.97,31/8/16,115426,97.0
T46487,C5921441,1/1/1800,M,MUMBAI,77515.4,3/8/16,131137,542.0
T965083,C3641338,1/1/1800,M,JODHPUR,667432.44,10/9/16,81000,1248.98
T956294,C9019322,1/1/1800,M,NAVI MUMBAI,8104.19,10/9/16,193129,640.74
T472838,C3521382,25/8/82,F,GHAZIABAD,399349.49,21/8/16,150335,1507.0
T181207,C8430738,1/1/1800,M,AHMEDABAD,11605.95,9/8/16,111628,149.0
T505968,C6121548,18/4/94,F,TIRUVALLUR,21650.78,19/8/16,101829,20.0
T961889,C6883518,,M,BOISAR,8093.64,10/9/16,141327,1994.0
T372900,C2113148,21/5/73,M,SURAT,8392.06,13/8/16,113148,1000.0
T1930,C8436225,23/3/74,M,GURGAON,53242.42,21/10/16,211545,4999.0
T240745,C1012176,19/6/81,M,HYDERABAD,539881.55,7/8/16,200842,375.0
T856788,C6125584,11/5/92,M,BANGALORE,15782.58,9/9/16,213057,280.0
T843291,C8739517,21/11/93,F,WARANGAL,9456.37,9/9/16,105139,10.0
T195169,C3521737,20/6/81,M,NEW DELHI,31959.56,8/8/16,25716,1400.0
T347891,C1236545,5/10/86,M,NAVI MUMBAI,23408.08,14/8/16,151808,626.4
T245355,C2022868,29/1/81,M,GURGAON,31357.49,7/8/16,144216,340.0
T317974,C5816968,21/11/86,M,PUNE,2991.65,10/8/16,212645,2666.0
T882683,C1114032,28/11/95,F,DELHI,3817.64,7/9/16,212551,250.0
T918239,C5618073,24/5/91,M,CUDDALORE,13533.16,12/9/16,192833,109.0
T431922,C1055423,15/12/90,F,DELHI,66.74,17/8/16,191126,50.0
T98746,C3579356,30/10/84,M,PATIALA,123036.55,1/8/16,41815,1.0
T986009,C1063431,16/4/92,M,KANPUR,13.12,15/9/16,21500,210.0
T657162,C3430035,7/3/93,F,JAIPUR,229.94,31/8/16,192307,653.0
T720361,C2822957,25/4/58,F,KOLKATA,65898.67,3/9/16,205908,946.0
T1001480,C5426466,1/1/1800,M,MALAPPURAM,2892.9,14/9/16,171211,1085.0
T84844,C7223583,1/6/91,M,BANGALORE,22163.87,1/8/16,131349,280.0
T573575,C3036943,1/1/1800,M,EAST THANE,9291.68,22/8/16,131027,1200.0
T151718,C7812637,4/1/77,M,PUNE,59714.29,5/8/16,195414,355.0
T499483,C3677977,13/6/79,M,BANGALORE,16.26,19/8/16,110354,600.0
T503460,C2921673,14/9/65,F,MUMBAI,535125.96,19/8/16,95140,899.67
T773060,C6033239,4/7/74,M,CHENNAI,13723.33,6/9/16,205754,556.0
T973992,C7623228,20/3/83,F,GURGAON,102128.67,15/9/16,164929,1000.0
T299275,C6425341,10/10/87,F,AHMEDABAD,3359.45,11/8/16,234209,56.0
T539295,C8918450,15/7/85,M,PRATAPGARH,560.36,23/8/16,74400,200.0
T639128,C4534617,6/6/93,M,AHMEDABAD,67835.38,29/8/16,102854,395.83
T960537,C3115055,20/6/92,F,GREATER NOIDA,23533.11,10/9/16,182836,650.0
T467121,C5197463,9/2/91,F,GURGAON,1051.24,21/8/16,183750,549.0
T881444,C7962280,18/7/83,M,NEW DELHI,1033985.76,8/9/16,203806,500.0
T193643,C5823071,17/2/74,F,BANGALORE,96076.2,9/8/16,181413,550.0
T691518,C3131422,15/8/85,M,SANTACRUZ EAST MUMBAI,62656.79,31/8/16,215342,2013.0
T448805,C4532681,22/3/84,M,DELHI,61.82,16/8/16,164041,198.37
T357333,C5213462,15/1/76,F,SECUNDERABAD,20880.19,14/8/16,193021,1328.0
T245762,C3320267,26/1/87,M,MEERUT,14027.39,7/8/16,174051,109.0
T549312,C7011451,30/10/92,F,BANGALORE,13338.38,23/8/16,135505,190.0
T199283,C6268748,14/8/92,M,PUNE,19407.19,8/8/16,12442,78.0
T146969,C2882716,10/12/90,M,CHANDIGARH,23439.38,5/8/16,195117,295.43
T1043683,C5818684,25/7/72,M,NEW DELHI,14794.57,18/9/16,94050,50.0
T681898,C5122674,21/9/92,M,DELHI,289110.96,31/8/16,212702,456.0
T167488,C3423926,15/12/88,F,HYDERABAD,1541.16,4/8/16,141827,560.0
T716259,C8930822,22/6/97,M,UJJAIN,18143.28,3/9/16,190603,249.0
T794189,C7733050,17/6/78,M,BANGALORE,4082.7,5/9/16,124413,2650.0
T224605,C3817359,2/8/89,M,MUMBAI,16788.91,8/8/16,204746,347.59
T619272,C1212917,3/12/75,M,MANAMA,2434692.07,28/8/16,50336,25.0
T148287,C2221980,2/8/78,M,NAVI MUMBAI,9900.74,5/8/16,205853,271.5
T198112,C2297938,1/1/1800,M,GURGAON,7479.59,8/8/16,61943,500.0
T327414,C3035870,3/12/90,F,NAVI MUMBAI,1575.66,15/8/16,130630,4900.0
T451460,C4826140,10/7/89,F,BANGALORE,1302.74,16/8/16,154719,214.0
T431721,C5918161,17/6/90,F,MUMBAI,31266.9,17/8/16,214237,2102.0
T932000,C8630443,15/5/87,M,JODHPUR,10751.2,11/9/16,135628,500.0
T515245,C4142765,9/12/91,M,GURGAON,56169.12,19/8/16,204828,400.0
T1044443,C7724738,21/5/99,M,ULHASNAGAR,1017.94,18/9/16,35056,2000.0
T115772,C4014826,16/9/91,M,JHAJJAR,31256.26,6/8/16,92800,997.18
T1034963,C5119929,12/11/77,M,DELHI,256987.83,18/9/16,163624,385.6
T126818,C5811249,28/9/90,M,BHIWANDI,5146.95,5/8/16,3226,100.0
T521157,C3631192,8/11/84,M,CHENNAI,20678.07,24/8/16,110610,200.0
T408492,C6915323,10/9/63,F,PUNE,354688.7,18/8/16,203135,1929.0
T231635,C5154647,18/10/78,F,KOCHI,14125.03,7/8/16,115729,4292.0
T694540,C3416623,15/1/92,F,HISAR,238.72,31/8/16,223923,205.52
T310065,C4332727,22/10/75,M,NAVI MUMAI,15408.55,10/8/16,190833,532.8
T300195,C5829764,23/6/74,M,KATEMANIVALI THANE KALYAN,25.37,11/8/16,220817,445.0
T24330,C7449855,5/4/90,M,NEW DELHI,2045.47,27/9/16,165723,457.0
T769933,C7317117,15/10/80,M,WEST CHINCHBUNDER MUMBAI,39140.84,6/9/16,231227,90.0
T129554,C2524335,14/8/91,M,AMBEDKAR NAGAR,33539.03,5/8/16,11213,84.0
T222838,C1932176,16/4/91,M,MUMBAI,172.63,8/8/16,213935,1193.0
T360189,C4324789,12/6/92,F,MOHALI,27207.45,14/8/16,171810,196.0
T899788,C8719120,15/10/93,M,SRINAGAR,85952.38,7/9/16,85128,1110.0
T617546,C1412965,16/8/96,M,NEW DELHI,1416.28,27/8/16,193515,289.0
T320416,C5420442,2/6/91,M,INDIA BANGALORE,25.34,15/8/16,101258,79.0
T604815,C6210633,11/4/91,M,MUMBAI,71622.06,25/8/16,93604,497.0
T10705,C2125044,15/2/84,M,NEW DELHI,1303.44,25/9/16,213322,700.0
T171019,C8941714,10/12/86,M,AURANGABAD,170981.48,4/8/16,175812,500.0
T312352,C4651714,11/1/90,F,AHMEDABAD,3068.41,10/8/16,214556,200.0
T671357,C1529088,22/9/92,F,NOIDA,42488.66,28/8/16,122511,806.0
T815919,C4416474,10/9/90,M,BANGALORE,9852.72,4/9/16,192313,2191.3
T661224,C5419027,11/2/91,M,JP NGR 3RD PHASE BANGALORE,18.08,28/8/16,173333,348.0
T551903,C1714071,14/3/95,M,SONIPAT,16390.51,23/8/16,183525,130.0
T933814,C1230622,5/7/84,M,LUCKNOW,329521.83,11/9/16,184728,1448.0
T424374,C6430551,10/11/93,M,PURBO MEDINIPUR,9623.45,17/8/16,171717,10.0
T74397,C6414178,15/11/94,M,NEW DELHI,20096.48,2/8/16,182208,250.0
T586588,C5340755,1/1/1800,M,HYDERABAD,316.79,23/8/16,172557,191.0
T674084,C5926975,18/2/90,M,NEW DELHI,174624.31,28/8/16,180040,1800.0
T728069,C7941422,27/8/91,M,G B NAGAR,73935.06,2/9/16,105441,1000.0
T825289,C8412613,25/10/88,M,MUMBAI,322464.11,4/9/16,173549,300.0
T84547,C8021432,27/12/92,M,NEW DELHI,9515.27,1/8/16,52651,20.0
T177485,C2624591,28/1/86,M,MUMBAI,52.62,4/8/16,214448,500.0
T218008,C1239736,22/6/93,M,VISAKHAPATNAM,32.51,8/8/16,200700,150.0
T583456,C8169672,16/8/76,M,BANGALORE,66196.85,27/8/16,140635,440.0
T484512,C7838326,29/3/92,F,NOIDA,10110.26,20/8/16,152853,250.0
T326115,C6126241,13/7/69,M,MUMBAI,368480.39,15/8/16,140020,24059.65
T361336,C2721459,4/6/64,F,SONEPAT,35400.71,14/8/16,200950,330.0
T196635,C3610317,1/11/86,M,NEW DELHI,12521.34,9/8/16,203051,110.0
T144129,C1138572,3/1/86,M,BANGALORE,8056.19,5/8/16,193507,466.0
T542030,C6965779,10/11/76,F,GURGAON,1156372.17,24/8/16,182841,998.0
T205869,C7514825,19/8/84,F,SHAHJAHANPUR,65630.01,8/8/16,130845,10.0
T753016,C6435721,24/7/92,M,GURGAON,28649.58,1/9/16,213325,790.0
T731622,C3220224,27/1/82,M,MUMBAI,95075.54,2/9/16,155336,23.0
T236134,C8821937,19/10/93,F,MUMBAI,8812.67,7/8/16,160148,1400.0
T440722,C2533312,1/1/1800,M,AHMEDABAD,1634751.98,16/8/16,142331,50244.71
T316520,C5476440,19/2/93,F,THIRUVALLA,42.86,10/8/16,230355,250.0
T743289,C7540592,12/6/85,M,MUMBAI,66833.46,2/9/16,214429,225.0
T903356,C4016416,9/5/88,M,MUMBAI,2861.17,12/9/16,155128,100.0
T598727,C2640751,3/6/93,F,ERODE,9783.1,27/8/16,204731,353.0
T278476,C5930370,1/1/1800,M,CHENNAI,95230.41,11/8/16,111052,12282.0
T937395,C7925281,19/9/90,F,DELHI,794396.85,11/9/16,184604,1000.0
T782929,C4529162,9/3/73,M,JAMMU,22278.18,6/9/16,113610,350.0
T99632,C5337926,10/8/77,M,DELHI,232970.33,1/8/16,212230,1488.0
T940764,C3467827,12/1/90,F,BANGALORE,996.47,11/9/16,192306,500.0
T933726,C2121463,10/7/83,M,DELHI,35735.12,11/9/16,135252,1999.0
T475095,C6441879,15/5/86,M,NEW DELHI,24666.08,20/8/16,2047,3400.0
T639655,C2024814,10/8/93,M,GORAKHPUR,18009.35,29/8/16,90937,10.0
T511267,C7733160,31/10/80,M,GURGAON,91850.06,19/8/16,193429,423.0
T651726,C3983728,14/2/92,M,MUMBAI,45033.06,28/8/16,235716,122.0
T873535,C1529529,13/8/86,F,THANE,15307.64,8/9/16,204542,445.0
T811008,C5158460,9/12/93,F,GURGAON,52774.01,4/9/16,193101,2075.0
T255296,C6320211,27/1/82,M,MUMBAI,95075.54,12/8/16,112308,70.0
T792396,C2738862,19/10/84,M,DELHI,86385.63,5/9/16,115746,500.0
T921181,C4787271,1/1/1800,M,WHARF RESTAURNT BANGALORE,765556.07,12/9/16,212317,1486.0
T730291,C4177754,11/3/93,F,NEW DELHI,62812.14,2/9/16,143509,1000.0
T34635,C7422550,25/3/82,M,MANTAPA HALL MANGALORE,803489.63,26/9/16,190555,1482.0
T439229,C3016427,20/12/84,M,RAJAHMUNDRY,2594.91,16/8/16,100841,100.0
T757566,C2254119,4/3/85,F,MUMBAI,10928.32,1/9/16,184708,498.0
T541683,C7930724,22/4/86,M,MADURAI,30684.95,23/8/16,113427,100.0
T191935,C1034121,19/4/94,M,BANGALORE,4771.05,9/8/16,201040,195.0
T380434,C2940622,10/2/87,M,BANGALORE,35900.22,13/8/16,121621,285.0
T24854,C2615655,21/11/91,M,GURGAON,22624.41,22/9/16,132330,1950.0
T966689,C2526918,30/11/75,M,GAUTAM BUDH NAGAR,2273484.82,10/9/16,122525,4633.0
T50062,C3510556,20/9/88,F,HYDERABAD,37.67,3/8/16,134507,20.0
T333508,C6625636,5/7/81,M,ANDHERI E  MUMBAI,3659.98,15/8/16,142450,776.0
T823259,C3124023,31/3/80,M,BHUBANESWAR,133299.03,4/9/16,202755,618.0
T177022,C1616679,22/6/88,M,MUMBAI,380.1,4/8/16,215337,145.0
T219117,C8633439,5/10/92,M,DAKSHIN DINAJPUR,955.42,7/8/16,24331,222.0
T133221,C2619869,10/8/84,M,SECUNDERABAD,2363.53,5/8/16,110715,151.2
T640843,C7320045,6/10/90,F,UDHAMPUR,578.47,25/8/16,214529,25.0
T25320,C4651642,6/5/78,M,THANE W,41.59,26/9/16,170808,390.0
T546337,C8331273,17/8/90,M,KOLHAPUR,3854.78,23/8/16,81931,320.0
T969960,C2537867,19/8/89,M,SALEM,72.35,10/9/16,103214,326.0
T262829,C3120020,17/4/90,M,HOSPITAL PUNE,12.25,12/8/16,161049,23.0
T778019,C8818381,13/7/88,F,VAPI,58956.17,6/9/16,160049,200.0
T979404,C1030228,27/6/93,M,NAGARKURNOOL,6849.24,15/9/16,95756,50.0
T423918,C7040792,7/11/91,F,HAMIRPUR,6832.28,17/8/16,143711,250.0
T139215,C1633143,23/6/78,M,PUNE,40758.23,5/8/16,153358,18989.0
T168667,C6415028,18/9/80,M,AIZAWL,4548.63,4/8/16,171651,101.0
T847205,C6742082,5/6/92,F,MATHURA,98.13,9/9/16,80142,60.0
T347877,C2112315,4/10/87,F,AURANGABAD,9419.76,14/8/16,134327,1247.7
T675848,C1517339,4/9/85,F,PUNE,13817.65,28/8/16,144626,500.0
T35147,C5118533,7/10/93,F,BANGALORE,76154.5,30/9/16,195509,900.0
T236158,C5137443,15/11/71,F,GURGAON,342009.51,7/8/16,150430,600.0
T495332,C7324064,30/5/97,F,JAIPUR,6087.73,20/8/16,82043,60.0
T325966,C6140435,23/12/85,F,LUDHIANA,250239.61,15/8/16,102627,488.0
T533832,C8216941,28/10/95,M,BIJNOR,3520.58,24/8/16,200059,45.0
T340657,C2417692,11/5/91,M,CHANDIGARH,526456.6,15/8/16,202845,115.0
T116004,C8985877,6/8/91,M,BANGALORE,198.91,6/8/16,150200,1193.0
T790528,C6931911,3/2/95,M,MORADABAD,1733.91,6/9/16,91408,200.0
T712796,C2565847,7/8/73,M,MUMBAI,187917.22,3/9/16,172810,1101.0
T657243,C8113972,10/7/85,F,BANGALORE,572.52,31/8/16,131556,160.0
T40008,C2375922,14/4/85,F,KOLKATA,5392.09,27/9/16,200314,250.0
T367869,C4613161,13/6/86,M,BARAMATI,121736.96,14/8/16,193532,668.0
T942438,C1913159,8/7/94,M,JABALPUR,24851.41,11/9/16,185255,1600.0
T439557,C5621634,20/10/63,F,KANCHEEPURAM,21624.13,16/8/16,30038,295.0
T523693,C7315266,1/6/79,M,VIJAYAWADA KRISHNA,384.63,24/8/16,111217,4163.0
T825414,C1559270,28/4/85,M,FARIDABAD,13696.02,4/9/16,185113,1610.0
T606371,C1422540,27/9/90,M,BARIATU ROAD RANCHI RANCHI,19801.13,26/8/16,144530,3000.0
T84368,C4238991,4/1/78,F,NOIDA,63749.85,2/8/16,220411,439.0
T834056,C4547855,5/7/66,M,MAPUSA (GOA),522588.12,9/9/16,180858,1000.0
T630571,C5761448,18/11/92,M,BHANDARA,7756.05,29/8/16,154939,1550.0
T839793,C1311056,23/7/83,M,ANDHERI (W) MUMBAI,5923.99,4/9/16,111221,635.0
T948239,C3717357,21/7/92,F,SILIGURI,15179.26,10/9/16,220830,30.0
T725626,C8715354,14/3/89,M,MUMBAI,8501.81,2/9/16,13249,15.0
T646295,C8031111,20/7/92,F,TRICHY,168.21,29/8/16,155756,355.0
T666932,C8266878,4/8/90,M,DELHI,13191.91,31/8/16,54022,100.0
T675248,C3634267,1/1/1800,M,AHMEDABAD,30529.79,28/8/16,142104,249.0
T645000,C1070662,3/6/93,M,BHADRAK,7471.36,25/8/16,135829,28.0
T52510,C4916582,30/7/91,M,NILGIRIS,24.55,3/8/16,53341,23752.28
T485513,C8024977,13/12/80,M,THANE,96856.44,20/8/16,91146,2650.0
T190844,C2337226,21/4/85,M,GHAZIABAD,39896.56,9/8/16,185741,1290.0
T848171,C5812823,4/1/81,M,BENGALURU,570837.46,9/9/16,92616,935.7
T291629,C3932666,19/11/89,F,WARANGAL,0.01,11/8/16,193150,30.0
T687294,C5924968,30/9/86,F,GURGAON,4021.72,30/8/16,211621,40.0
T776603,C4641672,1/1/1800,M,BANGALORE,23999.86,6/9/16,185120,2524.0
T59147,C1325022,9/4/88,M,GURGAON,224.5,3/8/16,213947,210.0
T269831,C3220349,3/9/77,M,PANCHKULA,34103.5,12/8/16,190222,400.0
T522455,C8733217,21/6/78,F,MUMBAI,107258.45,24/8/16,154427,1317.0
T290737,C5918566,4/7/91,F,BANGALORE,1550.59,11/8/16,180617,50.0
T844215,C5832228,14/7/90,F,PARK PHASE 1 HINJEWADI PUNE,128491.03,9/9/16,134050,53.0
T680251,C2122643,3/5/59,M,MUMBAI,29276.62,30/8/16,215226,818.0
T369418,C5368867,1/1/97,M,NALANDA,15.01,13/8/16,115144,858.0
T320102,C4340569,13/10/79,F,THANE,264286.94,15/8/16,114326,9014.0
T845896,C8635265,26/2/85,M,NOIDA,3242.39,9/9/16,151221,120.0
T798474,C1232343,17/1/77,F,DELHI,43175.63,5/9/16,130429,1000.0
T496255,C4641843,21/11/92,M,THIRUVALLUR DT,7589.99,19/8/16,31905,107.0
T912266,C4937329,1/1/1800,F,HOSUR,631164.82,12/9/16,104640,2850.0
T932909,C7931391,19/6/86,M,DEHRADUN,70548.74,11/9/16,161244,5948.2
T598675,C2842154,20/2/65,F,LUDHIANA,0.0,26/8/16,173253,1930.0
T53433,C3976079,28/10/79,M,DELHI,53313.87,3/8/16,172911,2095.0
T305236,C7028887,19/10/97,M,AMBALA,2277.46,10/8/16,123113,24.0
T909918,C8169883,3/8/95,F,NAVI MUMBAI,5762.03,12/9/16,110304,80.0
T719242,C3219434,6/3/87,M,BANGALORE,28214.97,3/9/16,214910,252.0
T101915,C8422218,5/9/93,M,DELHI,1225.68,1/8/16,185216,1178.0
T529599,C1344915,27/12/92,M,VELLORE DT,127.74,24/8/16,123209,99.74
T320195,C1928772,21/10/91,M,MUMBAI,42384.07,10/8/16,210350,1000.0
T184123,C3011267,6/3/82,F,CHENNAI,10902.4,9/8/16,110119,1202.0
T797954,C1634940,8/9/89,M,JHAJJAR,4868.83,5/9/16,172847,300.0
T708644,C8510525,10/4/92,M,ALWAR,841.34,3/9/16,748,97.0
T843263,C4867953,8/10/66,M,GURGAON,723124.4,9/9/16,145806,5540.0
T285272,C7238492,30/10/88,M,KOLKATA,166916.43,11/8/16,155201,1000.0
T852479,C3715842,8/1/89,M,PATIALA,13115.76,9/9/16,222905,222.5
T538223,C1321864,11/4/87,F,GURGAON,67.39,23/8/16,203040,462.65
T563279,C5726020,16/3/85,M,NAVI MUMBAI,3773.46,22/8/16,123745,1000.0
T372537,C6238114,5/9/88,M,PUNE,274333.52,13/8/16,1554,1380.0
T276877,C6712360,17/1/86,M,BANGALORE,34368.0,12/8/16,231254,654.0
T140844,C4827632,11/11/91,M,MUMBAI,6102.47,5/8/16,191049,2990.0
T13640,C3432039,5/1/67,M,DHANBAD,108233.83,27/9/16,173746,1299.0
T129566,C8042187,26/5/94,M,GURGAON,7029.36,5/8/16,100836,200.0
T297659,C5412983,8/8/88,M,MOHALI,6882.91,11/8/16,211735,58.0
T294111,C3041746,30/10/89,M,KAITHAL,23929.32,10/8/16,24455,209.0
T148526,C3712871,24/2/85,M,BANGALORE,12153.56,5/8/16,225451,500.0
T231693,C3085418,7/5/83,M,HYDERABAD,279198.07,7/8/16,55813,499.0
T410683,C4611959,29/6/79,M,BANGALORE,17418.03,17/8/16,100419,200.0
T818769,C3930357,29/9/84,M,BANGALORE,406905.31,4/9/16,193055,1899.0
T954138,C5224315,12/9/82,M,VADODARA,1797.11,10/9/16,192007,199.0
T278315,C7821212,31/5/74,M,AHMEDNAGAR,1143.06,12/8/16,230027,200.0
T231810,C6230320,21/11/83,F,BANGALORE,197471.41,7/8/16,154436,299.0
T969263,C3822155,3/9/91,M,BAMBOLIM,13909.28,10/9/16,150751,4022.0
T78253,C7473391,26/8/94,M,TRIPUNITHURA,21301.69,2/8/16,194729,1299.0
T344413,C4640588,5/2/85,F,PUNE,7437.07,15/8/16,203818,4500.0
T100750,C6032752,22/12/82,F,GURGAON,44559.76,1/8/16,195741,845.0
T945451,C7041192,1/5/86,M,BANGALORE,20344.34,10/9/16,202635,300.0
T581096,C8778223,17/9/80,F,BANGALORE,11052.95,22/8/16,211529,120.0
T414892,C7611958,28/3/90,M,ERODE,7307.92,17/8/16,95925,4034.0
T559580,C7734252,1/4/64,M,DELHI,2223395.6,27/8/16,10141,1650.0
T1015730,C3012847,3/8/82,F,MUMBAI,,13/9/16,193112,709.0
T130325,C7039467,18/10/90,M,BHAGAT SINGH NAGAR NAWANSHAHR,1987.55,5/8/16,112859,801.93
T840446,C1339159,27/2/84,F,NEW DELHI,273162.94,9/9/16,153858,215.0
T682405,C6834358,17/2/88,M,GHAZIABAD,6928.14,28/8/16,144553,2000.0
T984648,C4239669,14/2/93,F,DELHI,427.68,15/9/16,201509,662.0
T510729,C1812362,2/8/85,M,(WEST) MUMBAI,27852.77,19/8/16,141752,600.0
T220661,C5814190,24/9/85,F,BURDWAN,31.63,8/8/16,194450,1535.82
T599367,C2516847,22/7/88,M,NAVI MUMBAI,221372.79,26/8/16,114035,102.52
T266883,C2119376,12/10/80,M,MOHALI,297574.55,3/9/16,120539,295.0
T221938,C1090763,8/7/97,F,DELHI,1054.49,8/8/16,201242,100.0
T1006110,C9021267,18/8/72,F,HYDERABAD,313455.38,14/9/16,164221,1800.0
T921472,C2225156,22/11/87,M,MUMBAI,28020.59,11/9/16,103913,50.0
T690184,C4439151,10/12/92,M,GURGAON,320.86,31/8/16,234418,3467.0
T127234,C2260828,30/3/88,M,ANDHERI KURLA ROAD ANDHERI E MUMBAI,38128.32,6/8/16,214102,2560.0
T599243,C4313165,7/12/79,M,MUMBAI,196.73,27/8/16,224620,100.0
T42226,C8627912,5/4/84,M,NOIDA,532084.72,3/8/16,85046,1592.0
T461893,C8166282,18/8/92,M,CHENNAI,20648.79,21/8/16,120009,315.0
T573310,C8821859,19/9/94,F,DELHI,15447.47,22/8/16,181835,237.0
T105633,C6071851,6/9/58,M,THANE (W),206100.29,6/8/16,120229,5191.85
T35238,C6238235,19/2/65,M,BANGALORE,98360.94,30/9/16,143304,50.0
T162306,C5624313,21/3/89,M,GURGAON,4564.61,4/8/16,95106,100.0
T695973,C5239525,10/3/94,M,GURGAON,9873.99,31/8/16,224911,80.0
T1025476,C6327031,7/9/90,M,GURGAON,14888.31,13/9/16,135309,40.0
T899711,C5627051,24/4/83,F,PATHANAMTHITTA,176163.67,7/9/16,104837,49.0
T622659,C8713348,15/9/90,F,BANGALORE,9856.61,28/8/16,105212,600.0
T130518,C4931568,2/11/90,M,MUMBAI,10109.62,5/8/16,104653,2524.0
T319782,C8294469,17/5/85,M,BANGALORE,3005.5,10/8/16,192900,131.0
T470508,C6115528,3/12/91,M,CHURACHANDPUR,16326.5,21/8/16,211237,999.0
T142647,C7419623,28/12/54,M,NEW DELHI,25525.44,5/8/16,84931,337.72
T76199,C5730513,18/12/84,M,KOLKATA,3726.25,2/8/16,204553,1604.0
T385136,C2338864,2/5/89,M,BANGALORE,12207.98,13/8/16,182011,122.0
T928989,C5211879,5/4/92,M,PUNE,18422.2,11/9/16,154123,195.0
T1023620,C5626884,28/11/86,M,MUMBAI,519651.63,13/9/16,152811,500.0
T297612,C2042983,28/9/89,M,SURAT,991.84,10/8/16,114952,50.0
T955061,C6241229,22/12/59,M,FARIDABAD,593053.98,10/9/16,220850,1263.0
T987760,C6720137,7/3/86,M,CHENNAI,2836.13,15/9/16,194038,540.0
T168014,C1038269,1/4/82,M,DELHI,54572.42,4/8/16,204023,128.9
T579938,C3036692,8/2/84,M,BUSINESS PARK BANGALORE,633080.47,27/8/16,131457,331.0
T508801,C7320350,23/12/91,M,SECUNDERABAD,9755.19,19/8/16,180622,807.0
T400135,C6430474,20/1/92,M,DELHI,4953.63,18/8/16,45112,100.0
T760722,C8730070,28/7/88,F,NOIDA,103953.95,1/9/16,145533,192.0
T341896,C6329190,3/12/90,M,AGRA,302711.02,15/8/16,210642,2418.0
T783203,C3128940,27/12/87,M,TIRUPUR,75290.8,6/9/16,122604,850.0
T549197,C1042954,2/3/91,F,THANE,90574.59,24/8/16,183900,449.0
T420917,C2735063,27/12/63,M,CHENNAI,38631.33,17/8/16,130616,426.0
T286956,C7538936,23/11/88,F,BANGALORE,9312.99,11/8/16,185145,558.0
T1020768,C7628266,17/6/85,M,PUNE,7053.83,13/9/16,170350,30.0
T861365,C2623271,22/9/70,M,SHIMLA,10175.74,8/9/16,122935,548.0
T831185,C3013192,23/9/91,M,KANPUR NAGAR,4463.55,4/9/16,124655,96.0
T1025961,C3836055,22/11/68,M,MUMBAI,471266.32,13/9/16,190914,1725.0
T963558,C3515190,8/7/91,M,(EAST) THANE,1862.84,10/9/16,152118,150.0
T81537,C8130167,18/1/78,M,SILIGURI,808.42,2/8/16,221330,20.0
T452301,C2368112,1/1/1800,M,GURGAON,494723.4,16/8/16,182723,1855.0
T899273,C5857670,2/10/91,M,BANGALORE,4852.52,7/9/16,809,4550.0
T542238,C3427156,30/8/82,M,K V RANGAREDDY,3317.14,24/8/16,213641,1469.0
